province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Iowa,US,05-07-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),240,9,0,231,19183,Washington,
Iowa,US,05-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),149,7,0,142,19183,Washington,
Iowa,US,08-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),200,9,0,191,19183,Washington,
Iowa,US,14-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),208,9,0,199,19183,Washington,
Iowa,US,05-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),196,8,0,188,19183,Washington,
Iowa,US,11-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),162,7,0,155,19183,Washington,
Iowa,US,27-03-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),11,0,0,0,19183,Washington,
Iowa,US,27-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),136,6,0,130,19183,Washington,
Iowa,US,11-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),205,9,0,196,19183,Washington,
Iowa,US,27-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),185,8,0,177,19183,Washington,
Iowa,US,03-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),148,7,0,141,19183,Washington,
Iowa,US,03-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),43,2,0,0,19183,Washington,
Iowa,US,20-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),121,5,0,116,19183,Washington,
Iowa,US,27-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),220,9,0,211,19183,Washington,
Iowa,US,20-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),173,8,0,165,19183,Washington,
Iowa,US,20-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),210,9,0,201,19183,Washington,
Iowa,US,14-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),95,4,0,91,19183,Washington,
Iowa,US,14-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),163,8,0,155,19183,Washington,
Iowa,US,08-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),155,7,0,148,19183,Washington,
Iowa,US,03-07-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),234,9,0,225,19183,Washington,
Iowa,US,08-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),62,3,0,0,19183,Washington,
Iowa,US,03-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),192,8,0,184,19183,Washington,
Iowa,US,22-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),178,8,0,170,19183,Washington,
Iowa,US,28-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),221,9,0,212,19183,Washington,
Iowa,US,22-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),124,5,0,119,19183,Washington,
Iowa,US,22-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),214,9,0,205,19183,Washington,
Iowa,US,22-03-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),3,0,0,0,19183,Washington,
Iowa,US,28-03-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),11,0,0,0,19183,Washington,
Iowa,US,19-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),210,9,0,201,19183,Washington,
Iowa,US,19-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),173,8,0,165,19183,Washington,
Iowa,US,31-03-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),24,1,0,0,19183,Washington,
Iowa,US,28-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),138,6,0,132,19183,Washington,
Iowa,US,28-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),185,8,0,177,19183,Washington,
Iowa,US,19-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),118,5,0,113,19183,Washington,
Iowa,US,04-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),149,7,0,142,19183,Washington,
Iowa,US,04-07-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),236,9,0,227,19183,Washington,
Iowa,US,04-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),195,8,0,187,19183,Washington,
Iowa,US,13-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),208,9,0,199,19183,Washington,
Iowa,US,31-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),189,8,0,181,19183,Washington,
Iowa,US,13-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),89,4,0,85,19183,Washington,
Iowa,US,13-05-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),163,8,0,155,19183,Washington,
Iowa,US,04-04-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),47,2,0,0,19183,Washington,
Iowa,US,12-06-20,41.33577126,-91.71725711,POINT(-91.71725711 41.33577126),206,9,0,197,19183,Washington,
Iowa,US,18-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),166,1,0,165,19013,Black Hawk,
Iowa,US,29-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1082,13,0,1069,19013,Black Hawk,
Iowa,US,12-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),47,0,0,47,19013,Black Hawk,
Iowa,US,18-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1603,30,0,1573,19013,Black Hawk,
Iowa,US,29-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),6,0,0,0,19013,Black Hawk,
Iowa,US,18-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1860,56,0,1804,19013,Black Hawk,
Iowa,US,30-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2095,57,0,2038,19013,Black Hawk,
Iowa,US,30-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1739,44,0,1695,19013,Black Hawk,
Iowa,US,23-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1913,56,0,1857,19013,Black Hawk,
Iowa,US,05-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),12,0,0,0,19013,Black Hawk,
Iowa,US,23-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1669,38,0,1631,19013,Black Hawk,
Iowa,US,23-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),420,4,0,416,19013,Black Hawk,
Iowa,US,29-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1730,44,0,1686,19013,Black Hawk,
Iowa,US,29-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2079,57,0,2022,19013,Black Hawk,
Iowa,US,23-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),3,0,0,0,19013,Black Hawk,
Iowa,US,02-07-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2180,58,0,2122,19013,Black Hawk,
Iowa,US,02-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1759,45,0,1714,19013,Black Hawk,
Iowa,US,02-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1255,13,0,1242,19013,Black Hawk,
Iowa,US,30-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),6,0,0,0,19013,Black Hawk,
Iowa,US,30-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1140,13,0,1127,19013,Black Hawk,
Iowa,US,02-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),8,0,0,0,19013,Black Hawk,
Iowa,US,24-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),4,0,0,0,19013,Black Hawk,
Iowa,US,24-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),530,7,0,523,19013,Black Hawk,
Iowa,US,09-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),21,0,0,0,19013,Black Hawk,
Iowa,US,09-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1477,20,0,1457,19013,Black Hawk,
Iowa,US,15-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1836,54,0,1782,19013,Black Hawk,
Iowa,US,26-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),5,0,0,0,19013,Black Hawk,
Iowa,US,15-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),85,0,0,85,19013,Black Hawk,
Iowa,US,09-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1802,52,0,1750,19013,Black Hawk,
Iowa,US,21-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),366,2,0,364,19013,Black Hawk,
Iowa,US,15-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1548,29,0,1519,19013,Black Hawk,
Iowa,US,21-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1654,37,0,1617,19013,Black Hawk,
Iowa,US,21-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1892,56,0,1836,19013,Black Hawk,
Iowa,US,26-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),714,9,0,705,19013,Black Hawk,
Iowa,US,26-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1996,57,0,1939,19013,Black Hawk,
Iowa,US,26-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1692,40,0,1652,19013,Black Hawk,
Iowa,US,25-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1961,57,0,1904,19013,Black Hawk,
Iowa,US,25-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),691,8,0,683,19013,Black Hawk,
Iowa,US,16-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),109,0,0,109,19013,Black Hawk,
Iowa,US,10-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1493,23,0,1470,19013,Black Hawk,
Iowa,US,25-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1682,39,0,1643,19013,Black Hawk,
Iowa,US,10-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1813,53,0,1760,19013,Black Hawk,
Iowa,US,25-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),4,0,0,0,19013,Black Hawk,
Iowa,US,01-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1747,45,0,1702,19013,Black Hawk,
Iowa,US,01-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1195,13,0,1182,19013,Black Hawk,
Iowa,US,01-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),7,0,0,0,19013,Black Hawk,
Iowa,US,07-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),15,0,0,0,19013,Black Hawk,
Iowa,US,16-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1838,55,0,1783,19013,Black Hawk,
Iowa,US,16-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1571,29,0,1542,19013,Black Hawk,
Iowa,US,10-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),35,0,0,0,19013,Black Hawk,
Iowa,US,07-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1450,19,0,1431,19013,Black Hawk,
Iowa,US,07-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1794,50,0,1744,19013,Black Hawk,
Iowa,US,06-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),12,0,0,0,19013,Black Hawk,
Iowa,US,06-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1396,19,0,1377,19013,Black Hawk,
Iowa,US,06-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1789,49,0,1740,19013,Black Hawk,
Iowa,US,24-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1919,56,0,1863,19013,Black Hawk,
Iowa,US,24-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1676,39,0,1637,19013,Black Hawk,
Iowa,US,17-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1587,30,0,1557,19013,Black Hawk,
Iowa,US,01-07-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2130,58,0,2072,19013,Black Hawk,
Iowa,US,11-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),41,0,0,0,19013,Black Hawk,
Iowa,US,17-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1843,56,0,1787,19013,Black Hawk,
Iowa,US,06-07-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2301,58,0,2243,19013,Black Hawk,
Iowa,US,17-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),138,1,0,137,19013,Black Hawk,
Iowa,US,05-07-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2287,58,0,2229,19013,Black Hawk,
Iowa,US,05-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1378,18,0,1360,19013,Black Hawk,
Iowa,US,08-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1801,51,0,1750,19013,Black Hawk,
Iowa,US,14-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1834,53,0,1781,19013,Black Hawk,
Iowa,US,05-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1788,49,0,1739,19013,Black Hawk,
Iowa,US,11-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1512,25,0,1487,19013,Black Hawk,
Iowa,US,27-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),7,0,0,0,19013,Black Hawk,
Iowa,US,27-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),844,11,0,833,19013,Black Hawk,
Iowa,US,11-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1817,53,0,1764,19013,Black Hawk,
Iowa,US,27-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1713,43,0,1670,19013,Black Hawk,
Iowa,US,03-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1306,15,0,1291,19013,Black Hawk,
Iowa,US,03-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),8,0,0,0,19013,Black Hawk,
Iowa,US,20-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),259,2,0,257,19013,Black Hawk,
Iowa,US,27-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2008,57,0,1951,19013,Black Hawk,
Iowa,US,20-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1636,36,0,1600,19013,Black Hawk,
Iowa,US,20-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1881,56,0,1825,19013,Black Hawk,
Iowa,US,14-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),78,0,0,78,19013,Black Hawk,
Iowa,US,14-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1533,29,0,1504,19013,Black Hawk,
Iowa,US,08-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1463,20,0,1443,19013,Black Hawk,
Iowa,US,03-07-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2196,58,0,2138,19013,Black Hawk,
Iowa,US,08-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),19,0,0,0,19013,Black Hawk,
Iowa,US,03-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1759,46,0,1713,19013,Black Hawk,
Iowa,US,22-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1662,37,0,1625,19013,Black Hawk,
Iowa,US,28-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2059,57,0,2002,19013,Black Hawk,
Iowa,US,22-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),379,4,0,375,19013,Black Hawk,
Iowa,US,22-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1897,56,0,1841,19013,Black Hawk,
Iowa,US,22-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),3,0,0,0,19013,Black Hawk,
Iowa,US,28-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),6,0,0,0,19013,Black Hawk,
Iowa,US,19-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1870,56,0,1814,19013,Black Hawk,
Iowa,US,19-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1628,31,0,1597,19013,Black Hawk,
Iowa,US,31-03-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),7,0,0,0,19013,Black Hawk,
Iowa,US,28-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),941,12,0,929,19013,Black Hawk,
Iowa,US,28-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1724,43,0,1681,19013,Black Hawk,
Iowa,US,19-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),192,1,0,191,19013,Black Hawk,
Iowa,US,04-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1361,15,0,1346,19013,Black Hawk,
Iowa,US,04-07-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),2252,58,0,2194,19013,Black Hawk,
Iowa,US,04-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1775,48,0,1727,19013,Black Hawk,
Iowa,US,13-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1826,53,0,1773,19013,Black Hawk,
Iowa,US,31-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1746,44,0,1702,19013,Black Hawk,
Iowa,US,13-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),62,0,0,62,19013,Black Hawk,
Iowa,US,13-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1528,28,0,1500,19013,Black Hawk,
Iowa,US,04-04-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),10,0,0,0,19013,Black Hawk,
Iowa,US,12-06-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1824,53,0,1771,19013,Black Hawk,
Iowa,US,12-05-20,42.4704581,-92.30524729,POINT(-92.30524729 42.4704581),1521,28,0,1493,19013,Black Hawk,
Iowa,US,18-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),40,0,0,40,19045,Clinton,
Iowa,US,29-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),48,1,0,47,19045,Clinton,
Iowa,US,12-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),29,0,0,29,19045,Clinton,
Iowa,US,18-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),61,1,0,60,19045,Clinton,
Iowa,US,29-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),1,0,0,0,19045,Clinton,
Iowa,US,18-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),70,1,0,69,19045,Clinton,
Iowa,US,30-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),95,1,0,94,19045,Clinton,
Iowa,US,30-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),61,1,0,60,19045,Clinton,
Iowa,US,23-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),75,1,0,74,19045,Clinton,
Iowa,US,05-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),16,0,0,0,19045,Clinton,
Iowa,US,23-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),61,1,0,60,19045,Clinton,
Iowa,US,23-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),44,0,0,44,19045,Clinton,
Iowa,US,29-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,29-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),92,1,0,91,19045,Clinton,
Iowa,US,23-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),0,0,0,0,19045,Clinton,
Iowa,US,02-07-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),104,1,0,103,19045,Clinton,
Iowa,US,02-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),64,1,0,63,19045,Clinton,
Iowa,US,02-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),50,1,0,49,19045,Clinton,
Iowa,US,30-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),2,0,0,0,19045,Clinton,
Iowa,US,30-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),48,1,0,47,19045,Clinton,
Iowa,US,02-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),9,0,0,0,19045,Clinton,
Iowa,US,24-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),0,0,0,0,19045,Clinton,
Iowa,US,24-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),47,0,0,47,19045,Clinton,
Iowa,US,09-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),21,0,0,0,19045,Clinton,
Iowa,US,09-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),55,1,0,54,19045,Clinton,
Iowa,US,15-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),68,1,0,67,19045,Clinton,
Iowa,US,26-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),0,0,0,0,19045,Clinton,
Iowa,US,15-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),38,0,0,38,19045,Clinton,
Iowa,US,09-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),67,1,0,66,19045,Clinton,
Iowa,US,21-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),44,0,0,44,19045,Clinton,
Iowa,US,15-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,21-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),61,1,0,60,19045,Clinton,
Iowa,US,21-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),75,1,0,74,19045,Clinton,
Iowa,US,26-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),47,1,0,46,19045,Clinton,
Iowa,US,26-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),85,1,0,84,19045,Clinton,
Iowa,US,26-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,25-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),83,1,0,82,19045,Clinton,
Iowa,US,25-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),47,0,0,47,19045,Clinton,
Iowa,US,16-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),39,0,0,39,19045,Clinton,
Iowa,US,10-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),56,1,0,55,19045,Clinton,
Iowa,US,25-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,10-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),67,1,0,66,19045,Clinton,
Iowa,US,25-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),0,0,0,0,19045,Clinton,
Iowa,US,01-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),64,1,0,63,19045,Clinton,
Iowa,US,01-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),49,1,0,48,19045,Clinton,
Iowa,US,01-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),6,0,0,0,19045,Clinton,
Iowa,US,07-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),17,0,0,0,19045,Clinton,
Iowa,US,16-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),68,1,0,67,19045,Clinton,
Iowa,US,16-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,10-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),24,0,0,0,19045,Clinton,
Iowa,US,07-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),53,1,0,52,19045,Clinton,
Iowa,US,07-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),65,1,0,64,19045,Clinton,
Iowa,US,06-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),17,0,0,0,19045,Clinton,
Iowa,US,06-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),51,1,0,50,19045,Clinton,
Iowa,US,06-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),65,1,0,64,19045,Clinton,
Iowa,US,24-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),75,1,0,74,19045,Clinton,
Iowa,US,24-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,17-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),61,1,0,60,19045,Clinton,
Iowa,US,01-07-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),99,1,0,98,19045,Clinton,
Iowa,US,11-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),28,0,0,0,19045,Clinton,
Iowa,US,17-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),70,1,0,69,19045,Clinton,
Iowa,US,06-07-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),112,1,0,111,19045,Clinton,
Iowa,US,17-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),39,0,0,39,19045,Clinton,
Iowa,US,05-07-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),113,1,0,112,19045,Clinton,
Iowa,US,05-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),51,1,0,50,19045,Clinton,
Iowa,US,08-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),67,1,0,66,19045,Clinton,
Iowa,US,14-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),68,1,0,67,19045,Clinton,
Iowa,US,05-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),65,1,0,64,19045,Clinton,
Iowa,US,11-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),58,1,0,57,19045,Clinton,
Iowa,US,27-03-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),1,0,0,0,19045,Clinton,
Iowa,US,27-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),48,1,0,47,19045,Clinton,
Iowa,US,11-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),67,1,0,66,19045,Clinton,
Iowa,US,27-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),60,1,0,59,19045,Clinton,
Iowa,US,03-05-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),50,1,0,49,19045,Clinton,
Iowa,US,03-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),15,0,0,0,19045,Clinton,
Iowa,US,20-04-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),42,0,0,42,19045,Clinton,
Iowa,US,27-06-20,41.89981633,-90.53275096,POINT(-90.53275096 41.89981633),87,1,0,86,19045,Clinton,
